name,city,country,IATA,ICAO,lat,lon,timezone
Hardwick Field,Cleveland,United States,HDI,KHDI,35.22010040283203,-84.8323974609375,-5
Renton Municipal ,Renton,United States,RNT,KRNT,47.4930992126,-122.216003418,-8
Brackett Field,La Verne,United States,POC,KPOC,34.091598510742,-117.78199768066,-8
Cross City ,Cross City,United States,CTY,KCTY,29.6354999542,-83.10479736330001,-5
Oconee County Regional ,Clemson,United States,CEU,KCEU,34.6719017,-82.8864975,-5
Beech Factory ,Wichita,United States,BEC,KBEC,37.694499969499994,-97.21499633790002,-6
Tabing ,Padang,Indonesia,\N,WIMG,-0.874989,100.351997,7
Tom B. David Field,Calhoun,United States,\N,KCZL,34.45539856,-84.93920135,-5
Habersham County ,Cornelia,United States,\N,KAJR,34.49990082,-83.55670166,-5
Georgetown Municipal ,Georgetown,United States,\N,KGTU,30.678800582885742,-97.67939758300781,-6
Old Rhinebeck ,Rhinebeck,United States,\N,NY94,41.9715004,-73.86289978,-5
Duxford Aerodrome,Duxford,United Kingdom,QFO,EGSU,52.090801,0.131944,0
Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006,-7
Newnan Hospital Heliport,Bengassi,Mali,\N,GA46,33.38090133666992,-84.8010025024414,0
Great Keppel Is ,Great Keppel Island,Australia,GKL,YGKL,-23.1833000183,150.942001343,10
Roper Bar ,Roper Bar,Australia,RPB,YRRB,-14.734814,134.525485,9.5
Mount Garnet ,Mount Garnet,Australia,\N,YMRT,-17.700000762939453,145.14999389648438,10
Innisfail ,Innisfail,Australia,IFL,YIFL,-17.55940055847168,146.01199340820312,10
Kalaeloa ,Kapolei,United States,JRF,PHJR,21.3074,-158.070009,-10
Bamiyan ,Bamyan,Afghanistan,BIN,OABN,34.81700134277344,67.81700134277344,4.5
Changbaishan ,Baishan,China,NBS,ZYBS,42.066944,127.602222,8
Orang ,Chongjin,North Korea,RGO,ZKHM,41.428538,129.647555,8.5
Moomba ,Moomba,Australia,MOO,YOOM,-28.09939956665039,140.19700622558594,9.5
Lublin ,Lublin,Poland,LUZ,EPLB,51.240278,22.713611,1
Iosco County ,East Tawas,United States,ECA,K6D9,44.312801,-83.422302,-5
Madison County Executive -Tom Sharp Jr Field,Huntsville,United States,\N,KMDQ,34.8614006,-86.55750275,-6
Leesburg Executive ,Leesburg,United States,\N,KJYO,39.077999,-77.557503,-5
Anoka County-Blaine (Janes Field) ,Anoka,United States,\N,KANE,45.145,-93.211401,-6
Robinson Crusoe ,San Juan Bautista,Chile,\N,SCIR,-33.6650009155,-78.9297027588,-4
Villa ,Maamigili,Maldives,VAM,VRMV,3.47055555556,72.8358333333,5
Lingling ,Yongzhou,China,LLF,ZGLG,26.338661,111.610043,8
Lošinj Island ,Mali Losinj,Croatia,LSZ,LDLO,44.5657997131,14.3930997849,1
Onslow ,Onslow,Australia,ONS,YOLW,-21.668300628662,115.1129989624,8
Theodore ,Theodore,Australia,TDR,YTDR,-24.99329948425293,150.09300231933594,10
Williamson Sodus ,Williamson,United States,\N,KSDC,43.234699,-77.121,-5
Fairoaks ,Fairoaks,United Kingdom,\N,EGTF,51.3480987549,-0.558888971806,0
Boulder Municipal ,Boulder,United States,WBU,KBDU,40.0393981934,-105.225997925,-7
Neustadt-Glewe ,Neustadt-Glewe,Germany,\N,EDAN,53.35972213745117,11.615278244018555,1
Tutow ,Wildenrath,Germany,\N,EDUW,53.92194366455078,13.218889236450195,1
Bremgarten ,Bremgarten,Germany,\N,EDTG,47.9027786255,7.6177778244,1
Bitburg ,Birburg,Germany,BBJ,EDRB,49.945278,6.565,1
Palo Alto of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.461101532,-122.114997864,-8
Ust-Nera ,Ust-Nera,Russia,USR,UEMT,64.550003051758,143.11500549316,10
Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,\N,LKVM,49.926899,16.185801,1
Falcon Field,Mesa,United States,MSC,KFFZ,33.4608001709,-111.727996826,-7
Coolidge Municipal ,Cooldige,United States,\N,KP08,32.9359016418457,-111.427001953125,-7
Cottonwood ,Cottonwood,United States,\N,KP52,34.7299995422,-112.035003662,-7
Ak-Chin Regional ,Phoenix,United States,\N,KA39,32.990806,-111.918528,-7
Wickenburg Municipal ,Wickenburg,United States,\N,KE25,33.96889877,-112.7990036,-7
Yangzhou Taizhou ,Yangzhou,China,YTY,ZSYA,32.5634,119.7198,8
Oakland County Intl ,Pontiac,United States,PTK,KPTK,42.665500640869,-83.420097351074,-5
Kissidougou ,Kissidougou,Guinea,KSI,GUKU,9.1605596542358,-10.124400138855,0
Dillant Hopkins ,Keene,United States,EEN,KEEN,42.898399353027344,-72.27079772949219,-5
Tianshui Maijishan ,Tianshui,China,THQ,ZLTS,34.5593986511,105.86000061,8
Kawama ,Kawama,Cuba,VRO,MUKW,23.1240005493,-81.3015975952,-5
Kooddoo ,Kooddoo,Maldives,GKK,VRMO,0.7324,73.4336,5
Glasgow Industrial ,Glasgow,United States,\N,07MT,48.42110061645508,-106.52799987792969,-7
Rochester ,Rochester,United Kingdom,RCS,EGTO,51.351898193359375,0.5033329725265503,0
Termas de Río Hondo international ,Rio Hondo,Argentina,RHD,SANR,-27.4966,-64.93595,-3
Keetmanshoop ,Keetmanshoop,Namibia,KMP,FYKT,-26.5398006439209,18.111400604248047,1
Kangding ,Kangding,China,KGT,ZUKD,30.1575,101.734722,8
Velikiy Ustyug ,Veliky Ustyug,Russia,VUS,ULWU,60.788299560546875,46.2599983215332,3
Iowa City Municipal ,Iowa City,United States,IOW,KIOW,41.639198303200004,-91.5465011597,-6
Turpan Jiaohe ,Turpan,China,TLQ,ZWTP,43.0308,89.0987,8
Lorenzo ,Morro de Sao Paulo,Brazil,\N,SNCL,-13.389444351196289,-38.90999984741211,-3
Windom Municipal ,Windom,United States,\N,KMWM,43.91339874267578,-95.1093978881836,-6
Longview Ranch ,Longview,United States,\N,OG39,44.66170120239258,-119.6520004272461,-8
Rothera Research Station,Rothera Research Station,United Kingdom,\N,EGAR,-67.5675,-68.1274027778,12
Sortavala ,Sortavala,Russia,\N,ULPW,61.73609924316406,30.673599243164062,3
Lee ,Annapolis,United States,ANP,KANP,38.942902,-76.568398,-5
Cuamba ,Cuamba,Mozambique,FXO,FQCB,-14.815,36.529999,2
Bodaybo ,Bodaibo,Russia,ODO,UIKB,57.866100311299995,114.242996216,8
Zhytomyr ,Zhytomyr,Ukraine,ZTR,UKKV,50.270556,28.738611,2
Paluknys ,Paluknys,Lithuania,\N,EYVP,54.48484802246094,24.98737335205078,2
Mattala Rajapaksa Intl ,Mattala,Sri Lanka,HRI,VCRI,6.284467,81.124128,5.5
Pecos Municipal ,Pecos,United States,PEQ,KPEQ,31.382400512695,-103.51100158691,-6
Hattiesburg Bobby L Chain Municipal ,Hattiesburg,United States,HBG,KHBG,31.26479912,-89.25279999,-6
Botucatu – Tancredo de Almeida Neves ,Botucatu,Brazil,QCJ,SDBK,-22.939501,-48.467999,-3
Base Aérea ,Anapolis,Brazil,\N,SBAN,-16.2292,-48.964298,-3
Mário Pereira Lopes–São Carlos ,Sao Carlos,Brazil,QSC,SDSC,-21.875401,-47.903703,-3
Chan Gurney Municipal ,Yankton,United States,YKN,KYKN,42.916698455811,-97.385902404785,-6
Sir Bani Yas ,Sir Bani Yas Island,United Arab Emirates,XSB,OMBY,24.283611,52.580278,4
Bromont (Roland Desourdy) ,Bromont,Canada,ZBM,CZBM,45.2907981873,-72.74140167239999,-5
Beccles ,Beccles,United Kingdom,\N,EGSM,52.435298919699996,1.6183300018300002,0
Kratie ,Kratie,Cambodia,KTI,VDKT,12.48799991607666,106.05500030517578,7
Caldera ,Caldera,Chile,\N,SCCL,-27.078100204467773,-70.79530334472656,-4
San Pedro de Atacama ,San Pedro de Atacama,Chile,\N,SCPE,-22.92169952392578,-68.15840148925781,-4
Copacabana ,Copacabana,Bolivia,\N,SLCC,-16.191099166870117,-69.09559631347656,-4
Guyuan Liupanshan ,Guyuan,China,GYU,ZLGY,36.0788888889,106.216944444,8
RAF Brawdy,Brawdy,United Kingdom,\N,EGDA,51.88375,-5.119972,0
Changhai ,Changhai,China,CNI,ZYCH,39.2666666667,122.666944444,8
Redhill Aerodrome,Redhill,United Kingdom,KRH,EGKR,51.2136001587,-0.138611003757,0
Jiagedaqi ,Jiagedaqi District,China,JGD,ZYJD,50.371389,124.1175,8
Chinchilla ,Chinchilla,Australia,CCL,YCCA,-26.774999618530273,150.61700439453125,10
Hayward Executive ,Hayward,United States,HWD,KHWD,37.659198761,-122.122001648,-8
Motueka ,Motueka,New Zealand,MZP,NZMK,-41.12329864501953,172.98899841308594,12
Shute Harbour ,Shute Harbour,Australia,JHQ,YSHR,-20.277221,148.755556,10
Enstone Aerodrome,Enstone,United Kingdom,\N,EGTN,51.928166666699994,-1.4285,0
Ann Arbor Municipal ,Ann Arbor,United States,ARB,KARB,42.2229995728,-83.74559783939999,-5
Shepparton ,Shepparton,Australia,SHT,YSHT,-36.42890167236328,145.39300537109375,10
Temora ,Temora,Australia,TEM,YTEM,-34.4213981628418,147.51199340820312,10
Gayndah ,Gayndah,Australia,GAH,YGAY,-25.61440086364746,151.61900329589844,10
Wilcannia ,Wilcannia,Australia,WIO,YWCA,-31.526399612426758,143.375,10
Ivanhoe ,Ivanhoe,Australia,\N,YIVO,-32.88330078125,144.30999755859375,10
Menindee ,Menindee,Australia,\N,YMED,-32.36669921875,142.40499877929688,10
Pooncarie ,Pooncarie,Australia,\N,YPCE,-33.36669921875,142.58799743652344,10
Tilpa ,Tilpa,Australia,\N,YTLP,-30.933300018310547,144.41700744628906,10
Bijie Feixiong ,Bijie,China,BFJ,ZUBJ,27.267066,105.472097,8
Lensk ,Lensk,Russia,ULK,UERL,60.7206001282,114.825996399,9
Kavalerovo ,Kavalerovo,Russia,KVR,UHWK,44.2726,135.029,10
Iğdır ,Igdir,Turkey,IGD,LTCT,39.9766273499,43.8766479492,3
Şanlıurfa GAP ,Sanliurfa,Turkey,GNY,LTCS,37.445663,38.895592,3
Zafer ,Kutahya,Turkey,KZR,LTBZ,39.113079,30.128111,3
Velikiye Luki ,Velikiye Luki,Russia,VLU,ULOL,56.381099700927734,30.60810089111328,3
Yelahanka Air Force Station,Bangalore,India,\N,VOYK,13.135499954223633,77.60600280761719,5.5
Yeltsovka ,Novosibirsk,Russia,\N,UNNE,55.09239959716797,83.00450134277344,7
Kodinsk ,Kodinsk,Russia,\N,UNKI,58.479400634765625,99.09390258789062,7
Lake Macquarie ,Lake Macquarie,Australia,BEO,YPEC,-33.0667,151.647995,10
Henry County ,Hampton,United States,\N,K4A7,33.389099,-84.332397,-5
Brampton Island ,Brampton Island,Australia,BMP,YBPI,-20.803300857543945,149.27000427246094,10
Alameda Naval Air Station,Alameda,United States,NGZ,KNGZ,37.78889846801758,-122.31999969482422,-8
Endelave Flyveplads,Endelage,Denmark,\N,EKEL,55.7565,10.2485,1
St. Johann In Tirol ,St. Johann in Tirol,Austria,\N,LOIJ,47.5201,12.4497,1
Thalmässing-Waizenhofen ,Thalmaessing,Germany,\N,EDPW,49.06416702270508,11.209166526794434,1
Cochrane ,Cochrane,Canada,YCN,CYCN,49.10559844970703,-81.01360321044922,-5
Estadual Arthur Siqueira ,Braganca Paulista,Brazil,BJP,SBBP,-22.979162,-46.537508,-3
Busselton Regional ,Brusselton,Australia,BQB,YBLN,-33.6884231567,115.401596069,8
Srednekolymsk ,Srednekolymsk,Russia,SEK,UESK,67.4805,153.7364,11
Comarapa ,Salt Lake City,United States,\N,SLCR,-17.91360092163086,-64.5177993774414,-4
Inverell ,Inverell,Australia,IVR,YIVL,-29.888299942,151.143997192,10
Glen Innes ,Glen Innes,Australia,GLI,YGLI,-29.674999237060547,151.68899536132812,10
Ansbach-Petersdorf ,Ansbach,Germany,\N,EDQF,49.361111,10.669444,1
Immokalee Regional ,Immokalee,United States,IMM,KIMM,26.43320084,-81.40100098,-5
Maranggo ,Sulawesi Tenggara,Indonesia,TQQ,WA44,-5.7645702362061,123.91699981689,8
Rancho San Simeon ,Cambria,United States,\N,66CA,35.60770034790039,-121.11000061035156,-8
Yichun Mingyueshan ,Yichun,China,YIC,ZSYC,27.8025,114.3062,8
Dinwiddie County ,Petersburg,United States,PTB,KPTB,37.183799743652,-77.507400512695,-5
Kasongo ,Kasongo,Congo (Kinshasa),\N,FZOK,-4.5329999923706055,26.617000579833984,2
McMurdo Station Pegasus Field,McMurdo Station,Antarctica,\N,NZPG,-77.9634017944336,166.52499389648438,12
Klatovy ,Klatovy,Czech Republic,\N,LKKT,49.41830062866211,13.321900367736816,1
Sheboygan County Memorial ,Sheboygan,United States,SBM,KSBM,43.76959991,-87.85140228,-6
Fortescue – Dave Forrest Aerodrome,Cloudbreak,Australia,KFE,YFDF,-22.290754,119.437143,8
Kangel Danda ,Kangel Danda,Nepal,\N,VNKL,27.4106333137,86.6465950012,5.75
Bajura ,Bajura,Nepal,BJU,VNBR,29.50200080871582,81.66899871826172,5.75
Chara ,Chara,Russia,\N,UIAR,56.913333892822266,118.2699966430664,9
Herning ,Herning,Denmark,\N,EKHG,56.18470001220703,9.044449806213379,1
Pinal Airpark,Marana,United States,MZJ,KMZJ,32.5106010437,-111.32800293,-7
Glendale Municipal ,Glendale,United States,\N,KGEU,33.52690124511719,-112.29499816894531,-7
Safford Regional ,Safford,United States,SAD,KSAD,32.85480118,-109.6350021,-7
Solomon ,Solomon,Australia,SLJ,YSOL,-22.2554,117.7627,8
Nittenau-Bruck ,Nittenau,Germany,\N,EDNM,49.22249984741211,12.296667098999023,1
Kerama ,Kerama,Japan,KJP,ROKR,26.168300628699996,127.292999268,9
Americana ,Americana,Brazil,\N,SDAI,-22.755800247192383,-47.26940155029297,-3
Ekibastuz ,Ekibastuz,Kazakhstan,EKB,UASB,51.590999603271484,75.21499633789062,6
Adamovka,Adamovka,Russia,\N,UWOD,51.5,59.936111,5
Kvarkeno,Kvarkeno,Russia,\N,UWOH,52.078333,59.683333,5
Sikeston Memorial Municipal ,Sikeston,United States,SIK,KSIK,36.898899078369,-89.561798095703,-6
Tetiaroa ,Tetiaroa,French Polynesia,TTI,NTTE,-17.0132999420166,-149.58700561523438,-10
Floyd Bennett Memorial ,Queensbury,United States,GFL,KGFL,43.3412017822,-73.6102981567,-5
Saratoga County ,Ballston Spa,United States,\N,K5B2,43.05130005,-73.86119843,-5
Crystal River ,Crystal River,United States,\N,KCGC,28.867300033569336,-82.57129669189453,-5
Martin State ,Baltimore,United States,MTN,KMTN,39.325699,-76.413803,-5
Lincoln Regional Karl Harder Field,Lincoln,United States,\N,KLHM,38.90919876098633,-121.35099792480469,-8
Fostoria Metropolitan ,Fostoria,United States,\N,KFZI,41.19079971,-83.39450073,-5
Eastern Slopes Regional ,Fryeburg,United States,FRY,KIZG,43.991100311299995,-70.9478988647,-5
Coral Creek ,Placida,United States,\N,FA54,26.85449981689453,-82.2511978149414,-5
Lakefront ,New Orleans,United States,NEW,KNEW,30.042400360107,-90.028297424316,-6
Coeur D’Alene – Pappy Boyington Field,Coeur d’Alene,United States,COE,KCOE,47.77429962,-116.8199997,-8
Beaumont Municipal ,Beaumont,United States,BMT,KBMT,30.0706996918,-94.21579742430002,-6
Vermilion Regional ,Danville,United States,DNV,KDNV,40.19919968,-87.59590149,-6
Coonabarabran ,Coonabarabran,Australia,COJ,YCBB,-31.332500457763672,149.26699829101562,10
Space Coast Regional ,Titusville,United States,TIX,KTIX,28.514799118042,-80.799201965332,-5
Bumi ,Bumi Hills,Zimbabwe,BZH,FVBM,-16.8169994354,28.3500003815,2
Warnervale ,Warnervale Airport,Australia,\N,YWVA,-33.240278,151.429722,10
Bouarfa ,Bouarfa,Morocco,UAR,GMFB,32.5143055556,-1.98305555556,0
Nyeri ,NYERI,Kenya,NYE,HKNI,-0.3644140064716339,36.978485107421875,3
Andrau Airpark,Houston,United States,AAP,KAAP,29.722499847399998,-95.58830261230001,-6
Flying Cloud ,Eden Prairie,United States,FCM,KFCM,44.8272018433,-93.45709991460001,-6
Likoma Island ,Likoma Island,Malawi,LIX,FWLK,-12.075833,34.737222,2
Johnson County Executive ,Olathe,United States,OJC,KOJC,38.84759903,-94.73760223,-6
Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,VCCS,7.956669807430001,80.7285003662,5.5
Neumünster ,Neumuenster,Germany,EUM,EDHN,54.079444885253906,9.941389083862305,1
Tak ,Tak,Thailand,TKT,VTPT,16.895999908447266,99.25330352783203,7
Barrie-Orillia (Lake Simcoe Regional ),Barrie-Orillia,Canada,YLK,CYLS,44.4852981567,-79.55560302730001,-5
Huronia ,Midland,Canada,\N,CYEE,44.6833000183,-79.9282989502,-5
Markham ,Markham,Canada,\N,CNU8,43.93579864501953,-79.26219940185547,-5
Stanhope Municipal ,Haliburton,Canada,\N,CND4,45.1108333333,-78.64,-5
Kawartha Lakes (Lindsay) ,Lindsay,Canada,\N,CNF4,44.3647,-78.783897,-5
Niagara District ,Saint Catherines,Canada,YCM,CYSN,43.19169998168945,-79.17169952392578,-5
Edenvale Aerodrome,Edenvale,Canada,\N,CNV8,44.441101,-79.962799,-5
Orillia ,Orillia,Canada,\N,CNJ4,44.67765578389999,-79.31021690370001,-5
Holland Landing Airpark,Holland Landing,Canada,\N,CLA4,44.08940124511719,-79.49500274658203,-5
Parry Sound Area Municipal ,Parry Sound,Canada,YPD,CNK4,45.2575,-79.829697,-5
Hanover / Saugeen Municipal ,Hanover,Canada,\N,CYHS,44.158298,-81.062798,-5
Brandywine ,West Goshen Township,United States,\N,KOQN,39.9901008605957,-75.58190155029297,-5
Manassas Regional /Harry P. Davis Field,Manassas,United States,MNZ,KHEF,38.72140121,-77.51540375,-5
Texas Gulf Coast Regional ,Angleton,United States,LJN,KLBX,29.1086006165,-95.462097168,-6
Bubovice ,Bubovice,Czech Republic,\N,LKBU,49.97439956665039,14.178099632263184,1
Rakkestad Astorp ,Rakkestad,Norway,\N,ENRK,59.397499,11.3469,1
Bingöl Çeltiksuyu ,Bingol,Turkey,BGG,LTCU,38.8592605591,40.5959625244,3
Kastamonu ,Kastamonu,Turkey,KFS,LTAL,41.31420135498047,33.795799255371094,3
Torit ,Torit,South Sudan,\N,HSTR,4.400000095367432,32.58300018310547,3
Shelby County ,Shelbyville,United States,\N,K2H0,39.410400390599996,-88.8453979492,-6
Lüliang ,Lvliang,China,LLV,ZBLL,37.683333,111.142778,8
Daocheng Yading ,Daocheng,China,DCY,ZUDC,29.323056,100.053333,8
Gannan Xiahe ,Xiahe city,China,GXH,ZLXH,34.8105,102.6447,8
Vängsö ,Vangso,Sweden,\N,ESSZ,59.10110092163086,17.21109962463379,1
Comiso ,Comiso,Italy,CIY,LICB,36.994601,14.607182,1
Enumclaw ,Enumclaw,United States,\N,WA77,47.195701599121094,-122.02200317382812,-8
Markovo ,Markovo,Russia,KVM,UHMO,64.667,170.417007,12
Seymchan ,Seymchan,Russia,\N,UHMS,62.920780181884766,152.4227752685547,11
Zyryanka ,Zyryanka,Russia,ZKP,UESU,65.7485,150.8889,11
Susuman ,Susuman,Russia,\N,UHMH,62.766666412353516,148.14666748046875,11
Ust-Maya ,Ust-Maya,Russia,UMS,UEMU,60.356998443604,134.43499755859,9
Aldan ,Aldan,Russia,ADH,UEEA,58.60279846191406,125.40899658203125,9
Olyokminsk ,Olekminsk,Russia,OLZ,UEMO,60.397499,120.471001,9
Vitim ,Vitim,Russia,\N,UERT,59.458,112.563004,9
Pellworm Field,Pellworm,Germany,\N,EDHP,54.5363883972,8.68000030518,1
Xinyuan Nalati ,Xinyuan,China,NLT,ZWNL,43.4318,83.3786,8
Port Alsworth ,Port alsworth,United States,PTA,PALJ,60.201681,-154.325863,-9
Fontaine ,Belfort,France,BOR,LFSQ,47.655601501465,7.0108299255371,1
Obock ,Obock,Djibouti,OBC,HDOB,11.967000007629395,43.266998291015625,3
Tadjoura ,Tadjoura,Djibouti,TDJ,HDTJ,11.782999992370605,42.91699981689453,3
Santa Cruz del Quiche ,Santa Cruz des Quiche,Guatemala,AQB,MGQC,15.012200355529785,-91.15059661865234,-6
Norðfjörður ,Nordfjordur,Iceland,NOR,BINF,65.13189697265625,-13.746399879455566,0
Bursa ,Bursa,Turkey,BTZ,LTBE,40.233299255371094,29.009199142456055,3
Skyhaven ,Rochester,United States,\N,KDAW,43.28409957885742,-70.9292984008789,-5
Waris ,Waris-Papua Island,Indonesia,WAR,WAJR,-3.235,140.994,9
Newton City-County ,Newton,United States,EWK,KEWK,38.058200836199994,-97.2744979858,-6
Bairnsdale ,Bairnsdale,Australia,BSJ,YBNS,-37.88750076293945,147.5679931640625,10
Fort Bridger ,Fort Bridger,United States,FBR,KFBR,41.3918991089,-110.406997681,-7
Prosser ,Prosser,United States,\N,KS40,46.21340179,-119.7910004,-8
Chehalis Centralia ,Chehalis,United States,CLS,KCLS,46.676998138399995,-122.983001709,-8
Desert Aire Regional ,Mattawa,United States,\N,KM94,46.687401,-119.920998,-8
Evanston-Uinta County -Burns Field,Evanston,United States,EVW,KEVW,41.27479935,-111.0350037,-7
Sabetha Municipal ,Sabetha,United States,\N,KK83,39.90420150756836,-95.77940368652344,-6
Mt Pleasant Regional-Faison field,Mount Pleasant,United States,\N,KLRO,32.89780045,-79.78289795,-5
Jimmy Carter Regional ,Americus,United States,\N,KACJ,32.110802,-84.188904,-5
Weedon Field,Eufala,United States,EUF,KEUF,31.9512996674,-85.1288986206,-6
Saluda County ,Saluda,United States,\N,K6J4,33.92679977416992,-81.79460144042969,-5
Dare County Regional ,Manteo,United States,MEO,KMQI,35.91899872,-75.69550323,-5
Auburn University Regional ,Auburn,United States,AUO,KAUO,32.615101,-85.433998,-6
Tri Cities ,Endicott,United States,\N,KCZG,42.078499,-76.096296,-5
Bessemer ,Bessemer,United States,\N,KEKY,33.31290054,-86.92590332,-6
Colorado Springs East ,Ellicott,United States,\N,KA50,38.8744010925293,-104.41000366210938,-7
Crystal ,Crystal,United States,\N,KMIC,45.0620002746582,-93.35389709472656,-6
Clarke County ,Quitman,United States,\N,K23M,32.0849,-88.738897,-6
W H ‘Bud’ Barron ,Dublin,United States,DBN,KDBN,32.56439972,-82.98529816,-5
Pukarua ,Pukarua,French Polynesia,PUK,NTGQ,-18.29560089111328,-137.01699829101562,-10
Kabale ,Kabale,Uganda,\N,HUKB,-1.226111,29.96,3
Guatuso ,Marigot,France,\N,MRGT,10.683333396911621,-84.83333587646484,-6
Central Bolívar ,Sevilla,Spain,\N,SVSJ,8.916666984558105,-71.93333435058594,-4
Corvallis Municipal ,Corvallis,United States,CVO,KCVO,44.49720001,-123.2900009,-8
Tuzla Romania ,Tuzla,Romania,\N,LRTZ,43.98419952392578,28.609699249267578,2
El Almendro ,Scranton,United States,\N,SCRT,-35.96055603027344,-71.7933349609375,-4
San Agustin ,Morristown,United States,\N,MRST,10.066666603088379,-84.88333129882812,-6
Samambaia Heliport,Saint Denis,Reunion,\N,SDNS,-22.462499618530273,-43.13055419921875,-3
Fazenda Campo Verde ,Sihanoukville,Cambodia,\N,SNKV,1.04278004169,-50.516700744599994,-3
Prominent Hill ,Prominent Hill,Australia,PXH,YPMH,-29.716,135.5244,9.5
Cowra ,Chatsworth,Australia,CWT,YCWR,-33.84469985961914,148.6490020751953,10
Coral Bay ,Coral Bay,Australia,\N,YCOY,-23.1299991607666,113.7770004272461,8
Ogden Hinckley ,Ogden,United States,OGD,KOGD,41.195899963379,-112.0120010376,-7
Lake Country Regional ,Clarksville,United Arab Emirates,\N,KW63,36.5957984924,-78.56009674070002,-5
Robert S Kerr ,Poteau,United States,\N,KRKR,35.02159881591797,-94.62129974365234,-6
Colorado Plains Regional ,Akron,United States,AKO,KAKO,40.1755981445,-103.222000122,-7
Sanderson Field,Shelton,United States,SHN,KSHN,47.233600616455,-123.14800262451,-8
Napakiak ,Napakiak,United States,WNA,PANA,60.69029998779297,-161.97900390625,-9
Napaskiak ,Napaskiak,United States,PKA,PAPK,60.70289993,-161.7779999,-9
Tok ,Tok,United States,\N,PATJ,63.303333,-143.001111,-9
Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.233001709,-8
Washabo ,Washabo,Suriname,WSO,SMWS,5.215277,-57.185302,-3
Causey ,Liberty,United States,\N,K2A5,35.911800384521484,-79.61759948730469,-5
Abaco I Walker C ,Walker’s Cay,Bahamas,WKR,MYAW,27.266700744628906,-78.39969635009766,-5
Black Point Airstrip,Black Point,Bahamas,\N,MYEB,24.089488448799997,-76.3979172707,-5
Bartica A ,Bartica,Guyana,GFO,SYBT,6.358864,-58.655207,-4
Doylestown ,Doylestown,United States,DYL,KDYL,40.3330001831,-75.1222991943,-5
Cape Town Waterfort Heliport,Cap Town,South Africa,\N,FADW,0,0,2
Tingo Maria ,Tingo Maria,Peru,TGI,SPGM,-9.133000373840332,-75.94999694824219,-5
Plínio Alarcom ,Tres Lagoas,Brazil,TJL,SSTL,-20.754199981689,-51.684200286865,-4
Zhangye Ganzhou ,Zhangye,China,YZY,ZLZY,38.8018989563,100.675003052,8
Cacoal ,Cacoal,Brazil,OAL,SSKW,-11.496,-61.4508,-4
Warren Field,Washington,United States,OCW,KOCW,35.570499420166,-77.049797058105,-5
Hyde County ,Engelhard,United States,\N,K7W6,35.562400817871094,-75.9552001953125,-5
Mocopulli ,Castro,Chile,MHC,SCPQ,-42.340388,-73.715693,-4
Stillwater Regional ,Stillwater,United States,SWO,KSWO,36.161201477051,-97.08570098877,-6
Okmulgee Regional ,Okmulgee,United States,OKM,KOKM,35.668098449707,-95.948699951172,-6
Cushing Municipal ,Cushing,United States,CUH,KCUH,35.9499015808,-96.7731018066,-6
Clinton Sherman ,Clinton,United States,CSM,KCSM,35.3398017883,-99.20050048830001,-6
Strother Field,Winfield,United States,WLD,KWLD,37.168598175,-97.0375976562,-6
Wiley Post ,Oklahoma City,United States,PWA,KPWA,35.53419876,-97.64710236,-6
Shreveport Downtown ,Shreveport,United States,DTN,KDTN,32.5401992798,-93.7450027466,-6
Stephenville Clark Regional ,Stephenville,United States,SEP,KSEP,32.215301513672,-98.177696228027,-6
Perry Municipal ,Perry,United States,\N,KF22,36.38560104370117,-97.2771987915039,-6
Hamilton Municipal ,Hamilton,United States,\N,KMNZ,31.6658992767334,-98.14859771728516,-6
Ada Regional ,Ada,United States,ADT,KADH,34.804298,-96.671303,-6
Mesquite Metro ,Misquite,United States,\N,KHQZ,32.74700164794922,-96.53040313720703,-6
Denton Municipal ,Denton,United States,\N,KDTO,33.2006988525,-97.19799804690001,-6
Austin Executive ,Austin,United States,\N,KEDC,30.3974931,-97.5663935,-6
Lago Vista Tx Rusty Allen ,Lago Vista,United States,\N,KRYW,30.498600006103516,-97.96949768066406,-6
Brenham Municipal ,Brenham,United States,\N,K11R,30.21899986,-96.3742981,-6
Lakeway Airpark,Lakeway,United States,\N,K3R9,30.357500076293945,-97.99449920654297,-6
Iraan Municipal ,Iraan,United States,IRB,K2F0,30.9057006836,-101.891998291,-6
Kestrel Airpark,San Antonio,United States,\N,K1T7,29.812700271606445,-98.42530059814453,-6
Elliot Lake Municipal ,ELLIOT LAKE,Canada,YEL,CYEL,46.351398468,-82.5614013672,-5
Wilkes County ,North Wilkesboro,United States,IKB,KUKF,36.2228012085,-81.09829711910001,-5
Charleston Executive ,Charleston,United States,\N,KJZI,32.70090103149414,-80.00289916992188,-5
Danville Regional ,Danville,United States,DAN,KDAN,36.572898864746094,-79.33609771728516,-5
Brookneal/Campbell County ,Brookneal,United States,\N,K0V4,37.141700744599994,-79.01640319820001,-5
Yerbogachen ,Yerbogachen,Russia,ERG,UIKE,61.2750015259,108.029998779,8
